model_name,stimuli_name,stimuli_shape,neural_response_shape,time_a,time_b,layer_name,ceiling_score,brain_score,brain_score_std
mvitv2_small.fb_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.2.blocks.5.attn.norm_k,0.7519179283171428,0.4661260427125115,0.3155769482211579
mvitv2_tiny.fb_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.2.blocks.3.attn.norm_v,0.7519179283171428,0.4239452035701241,0.3220266766906663
pit_b_224.in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,transformers.1.blocks.3,0.7519179283171428,0.5106615403664049,0.3666072332672473
pit_b_distilled_224.in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,transformers.1.blocks.2.norm2,0.7519179283171428,0.5029563617678526,0.3320516641905475
pit_s_224.in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,transformers.1.blocks.2.attn,0.7519179283171428,0.4700062083091669,0.3212843219633171
pit_s_distilled_224.in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,transformers.1.blocks.4,0.7519179283171428,0.4896604288428698,0.3447994408368436
pit_ti_224.in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,transformers.1.blocks.5.ls1,0.7519179283171428,0.4483293571088652,0.3673970609719232
pit_ti_distilled_224.in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,transformers.2.blocks.1.norm2,0.7519179283171428,0.4704989076604476,0.3205194240206551
pit_xs_224.in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,transformers.2.blocks.0.attn,0.7519179283171428,0.4455802060658727,0.3574336848629692
pit_xs_distilled_224.in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,transformers.1.blocks.2.attn,0.7519179283171428,0.4600436828559292,0.3132691990493925
poolformer_m36.sail_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.2.blocks.7,0.7519179283171428,0.5334942789580912,0.3452519889092315
poolformer_s12.sail_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.3.downsample.norm,0.7519179283171428,0.4287238786814439,0.352319547023575
poolformer_s24.sail_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.3.blocks.0.res_scale2,0.7519179283171428,0.4570093045587246,0.4846960254985523
poolformer_s36.sail_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.2.blocks.15.res_scale1,0.7519179283171428,0.5255449803184229,0.3741975313910912
poolformerv2_m36.sail_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.2.blocks.4.res_scale2,0.7519179283171428,0.5067678349808677,0.3433532940944949
poolformerv2_s12.sail_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.2.blocks.5.norm1,0.7519179283171428,0.4488642449009232,0.3358437251958184
poolformerv2_s24.sail_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.2.blocks.11.norm1,0.7519179283171428,0.5080305535173869,0.3390088418667166
